accession,label
GCA_001688905.2&&1170306_1007_2_3_1087,Cas1
GCA_001688965.2&&7397_1031_1_7_1559,Cas1
GCA_001692755.1&&882673_626_1_6_1627,Cas1
GCA_001696605.3&&2575617_965_2_6_2464,Cas1
GCA_001697125.1&&1808390_914_1_2_10096,Cas1
GCA_001697505.1&&550092_914_2_2_5984,Cas1
GCA_001702195.1&&1578910_320_1_3_25,Cas2
GCA_001703735.1&&371884_308_2_1_3989,Cas2
GCA_001705585.1&&123330_869_2_3_4552,Cas1
GCA_001715615.1&&1824735_305_2_2_7254,Cas2
GCA_001719125.1&&2687124_914_2_3_6843,Cas1
GCA_001723545.1&&880082_305_1_3_5772,Cas2
GCA_001729945.1&&476860_992_1_6_7913,Cas1
GCA_001746635.1&&4241674_290_1_7_1725,Cas2
GCA_001747405.1&&1046284_2195_1_2_8585,Cas1
GCA_001752745.1&&178481_992_1_2_4718,Cas1
GCA_001752745.1&&179480_299_1_3_4718,Cas2
GCA_001752785.1&&178481_992_1_2_625,Cas1
GCA_001752785.1&&179480_299_1_3_625,Cas2
GCA_001752825.1&&178481_992_1_2_4010,Cas1
GCA_001752825.1&&179480_299_1_3_4010,Cas2
GCA_001766275.1&&2980685_968_2_6_9386,Cas1
GCA_001766295.1&&2360854_968_1_1_10535,Cas1
GCA_001855705.1&&1707729_905_1_7_8791,Cas2
GCA_001865695.1&&1536925_272_2_1_3902,Cas2
GCA_001865695.1&&1537178_1004_2_2_3902,Cas1
GCA_001870225.1&&194335_293_2_6_5357,Cas2
GCA_001870225.1&&2206881_1643_2_2_1837,Cas1
GCA_001870225.1&&649883_281_2_6_8071,Cas2
GCA_001870225.1&&650167_977_2_7_8071,Cas1
GCA_001880205.1&&1475668_272_2_1_1943,Cas2
GCA_001880205.1&&1475921_1004_2_2_1943,Cas1
GCA_001880205.1&&809115_956_1_2_8051,Cas1
GCA_001880205.1&&810229_293_1_3_8051,Cas2
GCA_001880245.1&&1030653_293_2_2_4885,Cas2
GCA_001880245.1&&1031104_956_2_3_4885,Cas1
GCA_001886795.1&&202317_299_2_2_2268,Cas2
GCA_001886795.1&&202623_992_2_3_2268,Cas1
GCA_001886835.1&&202092_299_2_2_436,Cas2
GCA_001886835.1&&202398_992_2_3_436,Cas1
GCA_001890265.1&&3538792_293_2_1_6192,Cas2
GCA_001900945.1&&1192400_293_1_8_9735,Cas2
GCA_001901425.1&&2787687_920_1_7_6260,Cas1
GCA_001922305.1&&1548165_290_2_1_1699,Cas2
GCA_001927405.2&&2794613_1034_1_6_10759,Cas1
GCA_001931575.1&&3480735_293_2_1_5356,Cas2
GCA_001936015.1&&706650_581_1_2_8028,Cas1
GCA_001941365.1&&304476_1550_1_5_10832,Cas1
GCA_001941365.1&&306023_284_1_6_10832,Cas2
GCA_001941385.1&&1641534_278_1_3_3982,Cas2
GCA_001941465.1&&2674671_1598_1_4_8913,Cas1
GCA_001941465.1&&2676266_302_1_5_8913,Cas2
GCA_001951335.1&&1458995_890_2_2_9288,Cas1
GCA_001955735.1&&1620537_308_1_6_10681,Cas2
GCA_001955735.1&&1621065_1007_1_7_10681,Cas1
GCA_001975725.1&&3270971_1715_2_2_6350,Cas1
GCA_001997385.1&&2925619_275_2_1_8037,Cas2
GCA_001997385.1&&2925906_959_2_2_8037,Cas1
GCA_001998765.1&&3075183_278_1_8_4514,Cas2
GCA_001999965.1&&2585938_965_1_3_7820,Cas1
GCA_001999965.1&&2586915_275_1_4_7820,Cas2
GCA_002002905.1&&1165954_998_1_1_1494,Cas1
GCA_002003305.1&&3637368_278_2_1_2907,Cas2
GCA_002003325.1&&2820452_290_2_1_3334,Cas2
GCA_002003325.1&&2820742_998_2_2_3334,Cas1
GCA_002005145.1&&2950465_1640_2_2_5294,Cas1
GCA_002009335.2&&453003_1742_1_5_9113,Cas1
GCA_002012365.1&&84502_800_1_1_8733,Cas1
GCA_002023005.1&&857807_290_2_1_6719,Cas2
GCA_002024325.1&&1430047_890_2_2_8315,Cas1
GCA_002025025.1&&1044150_341_1_3_914,Cas2
GCA_002025185.1&&682257_899_2_2_146,Cas1
GCA_002028305.1&&1435231_431_2_1_6978,Cas2
GCA_002043045.1&&2714875_866_2_3_10818,Cas1
GCA_002073375.2&&1905904_329_1_3_7135,Cas2
GCA_002075105.1&&421544_281_1_8_4879,Cas2
GCA_002075285.3&&2244778_293_1_6_11370,Cas2
GCA_002075285.3&&2820956_977_1_7_8469,Cas1
GCA_002075285.3&&2821991_296_1_8_8469,Cas2
GCA_002075285.3&&824592_1004_1_4_4503,Cas1
GCA_002082195.1&&7413407_995_2_2_1374,Cas1
GCA_002105615.1&&542154_998_1_7_809,Cas1
GCA_002128365.1&&957519_293_1_8_5324,Cas2
GCA_002139855.1&&380391_269_2_2_2945,Cas2
GCA_002139855.1&&380661_956_2_3_2945,Cas1
GCA_002139875.1&&1249499_836_1_2_3521,Cas1
GCA_002142575.1&&1858799_293_1_7_179,Cas2
GCA_002162355.1&&2351869_1004_1_1_9736,Cas1
GCA_002162355.1&&2352876_254_1_2_9736,Cas2
GCA_002163895.1&&2263618_875_1_7_3131,Cas1
GCA_002197265.1&&914781_341_1_3_6668,Cas2
GCA_002197285.1&&913913_869_1_2_2191,Cas1
GCA_002201795.1&&1237330_332_1_3_9016,Cas2
GCA_002208985.3&&4721157_959_2_6_10271,Cas1
GCA_002211645.1&&805525_284_1_7_4717,Cas2
GCA_002211925.1&&938796_293_1_8_3133,Cas2
GCA_002213865.1&&2606774_341_2_2_2628,Cas2
GCA_002214465.1&&409069_257_1_1_3920,Cas2
GCA_002214525.1&&1196366_254_2_6_4609,Cas2
GCA_002214785.1&&1445101_890_2_2_4937,Cas1
GCA_002215345.1&&3088071_974_2_6_4214,Cas1
GCA_002221705.2&&3489357_1031_2_2_2131,Cas1
GCA_002224505.1&&1105221_905_2_3_1663,Cas1
GCA_002236855.1&&1076927_869_2_3_2202,Cas1
GCA_002243385.1&&346325_1004_1_7_7183,Cas1
GCA_002243665.1&&1825209_263_1_6_11297,Cas2
GCA_002287705.1&&2981835_1625_1_6_7546,Cas1
GCA_002287705.1&&2983460_284_1_7_7546,Cas2
GCA_002288245.1&&206655_1013_2_3_1175,Cas1
GCA_002302445.1&&650203_338_2_1_2418,Cas2
GCA_002305895.1&&8650171_1661_2_2_4488,Cas1
GCA_002312965.1&&1337786_431_2_1_3302,Cas2
GCA_002355215.1&&710538_908_1_2_11327,Cas1
GCA_002355815.1&&1182973_1025_2_2_9867,Cas1
GCA_002355995.1&&100411_983_2_6_3626,Cas1
GCA_002355995.1&&2092271_272_1_7_10476,Cas2
GCA_002356355.1&&1406314_902_1_4_9528,Cas1
GCA_002356395.1&&971580_263_2_1_1540,Cas2
GCA_002367975.1&&941193_1664_2_2_2697,Cas1
GCA_002368015.1&&6354254_1001_1_6_11439,Cas1
GCA_002368015.1&&6356438_188_1_7_11439,Cas2
GCA_002368075.1&&2486324_293_2_1_7380,Cas2
GCA_002368075.1&&2486614_977_2_2_7380,Cas1
GCA_002368095.1&&4298597_977_1_7_4667,Cas1
GCA_002368095.1&&4299869_293_1_8_4667,Cas2
GCA_002368115.1&&3596644_281_2_6_1443,Cas2
GCA_002368115.1&&685721_293_2_1_5478,Cas2
GCA_002368115.1&&686011_977_2_2_5478,Cas1
GCA_002368135.1&&428770_281_2_1_11211,Cas2
GCA_002368155.1&&2005423_977_1_7_5541,Cas1
GCA_002368155.1&&2006397_293_1_8_5541,Cas2
GCA_002368175.1&&7418316_992_2_6_3792,Cas1
GCA_002368215.1&&2185122_977_1_7_938,Cas1
GCA_002368215.1&&2186502_293_1_8_938,Cas2
GCA_002368215.1&&4489004_1010_1_8_6717,Cas1
GCA_002368355.1&&3565442_278_2_2_9800,Cas2
GCA_002368395.1&&1288052_281_1_2_6426,Cas2
GCA_002386365.1&&435823_299_2_4_829,Cas2
GCA_002393445.1&&3751430_971_2_6_2185,Cas1
GCA_002441955.1&&2699808_1721_1_4_9840,Cas1
GCA_002443035.1&&1813349_911_1_1_5659,Cas1
GCA_002504145.1&&939509_953_2_1_8971,Cas1
GCA_002557755.1&&775951_311_1_3_4911,Cas2
GCA_002568625.1&&2622645_950_1_7_8277,Cas1
GCA_002706485.1&&1262746_293_2_1_10242,Cas2
GCA_002752655.1&&1217509_1727_2_2_8074,Cas1
GCA_002752755.2&&518958_296_1_7_9852,Cas2
GCA_002754015.1&&1481062_290_2_1_8606,Cas2
GCA_002754015.1&&1481372_3095_2_2_8606,Cas1
GCA_002754055.1&&1049133_3095_2_2_9024,Cas1
GCA_002754075.1&&2411252_3095_1_5_5568,Cas1
GCA_002754095.1&&2316137_290_1_6_11064,Cas2
GCA_002754155.1&&1295384_290_1_6_10713,Cas2
GCA_002760955.1&&3422998_293_1_8_6310,Cas2
GCA_002763745.1&&1553708_296_2_1_8274,Cas2
GCA_002763875.1&&1879205_284_2_1_7178,Cas2
GCA_002763925.1&&2188465_1019_2_6_5037,Cas1
GCA_002763925.1&&2191865_1049_1_7_5037,Cas1
GCA_002763925.1&&2192892_284_1_8_5037,Cas2
GCA_002786455.2&&519294_1016_1_8_11354,Cas1
GCA_002803025.2&&1057868_965_1_1_2146,Cas1
GCA_002812465.1&&508136_1025_1_6_8010,Cas1
GCA_002812645.1&&2215414_290_2_1_6174,Cas2
GCA_002813715.1&&202092_299_2_2_3734,Cas2
GCA_002813715.1&&202398_992_2_3_3734,Cas1
GCA_002813735.1&&202092_299_2_2_921,Cas2
GCA_002813735.1&&202398_992_2_3_921,Cas1
GCA_002813775.1&&1894526_293_2_1_10699,Cas2
GCA_002838305.1&&1707407_1031_2_1_10174,Cas1
GCA_002838325.1&&1619000_1031_2_2_1531,Cas1
GCA_002838745.1&&1673113_1031_2_2_1568,Cas1
GCA_002850035.1&&1985294_887_2_3_524,Cas1
GCA_002863805.1&&1864807_284_1_6_6262,Cas2
GCA_002874775.1&&499499_305_2_2_579,Cas2
GCA_002881235.1&&822094_869_1_2_3058,Cas1
GCA_002881535.1&&816260_341_1_3_10100,Cas2
GCA_002892595.1&&2069304_290_2_1_5831,Cas2
GCA_002892595.1&&2069614_3095_2_2_5831,Cas1
GCA_002895205.1&&2820597_923_2_2_4869,Cas1
GCA_002895405.1&&416699_980_1_6_11447,Cas1
GCA_002906575.1&&3226370_995_1_7_4536,Cas1
GCA_002906575.1&&3227362_287_1_8_4536,Cas2
GCA_002945135.3&&1109109_284_1_8_10023,Cas2
GCA_002946535.2&&1736365_998_1_6_705,Cas1
GCA_002947315.1&&3158401_977_1_1_8252,Cas1
GCA_002947675.1&&2033848_959_1_1_8265,Cas1
GCA_002949735.1&&105246_281_2_8_2166,Cas2
GCA_002949735.1&&105524_1046_2_9_2166,Cas1
GCA_002951815.1&&2151275_992_1_5_3645,Cas1
GCA_002951815.1&&3313404_1661_1_2_11488,Cas1
GCA_002951815.1&&3315067_290_1_3_11488,Cas2
GCA_002952075.1&&648591_1004_1_3_9673,Cas1
GCA_002952075.1&&649576_272_1_4_9673,Cas2
GCA_002952775.1&&568711_1004_1_7_688,Cas1
GCA_002952775.1&&569712_278_1_8_688,Cas2
GCA_002966935.1&&359621_998_1_7_8545,Cas1
GCA_002966935.1&&360624_278_1_8_8545,Cas2
GCA_002982135.1&&1724146_902_2_3_5490,Cas1
GCA_002983665.1&&2616682_977_2_6_9961,Cas1
GCA_002993285.1&&1415616_1616_1_4_7057,Cas1
GCA_003006075.1&&1835579_875_2_2_10368,Cas1
GCA_003008615.1&&2451713_968_2_6_1987,Cas1
GCA_003010495.1&&163160_995_2_9_8201,Cas1
GCA_003010675.1&&2337377_953_2_1_5810,Cas1
GCA_003013635.1&&2733411_290_2_2_4899,Cas2
GCA_003045425.1&&2632726_866_2_3_4825,Cas1
GCA_003045465.1&&2632388_341_2_2_7443,Cas2
GCA_003045485.1&&2632726_866_2_3_2042,Cas1
GCA_003051865.1&&2649868_920_1_7_5184,Cas1
GCA_003054515.1&&1750857_284_1_6_10448,Cas2
GCA_003054515.1&&1752938_347_1_8_10448,Cas2
GCA_003054575.1&&673865_977_1_1_8467,Cas1
GCA_003060745.1&&1498158_431_2_1_10744,Cas2
GCA_003063625.1&&3605067_992_1_1_7089,Cas1
GCA_003149495.1&&21228_284_2_5_10265,Cas2
GCA_003184265.1&&400316_284_1_6_2488,Cas2
GCA_003184265.1&&402422_299_1_8_2488,Cas2
GCA_003201835.2&&2180849_917_1_9_8488,Cas1
GCA_003261475.1&&399915_980_1_5_10973,Cas1
GCA_003285205.1&&1599061_923_1_7_7005,Cas1
GCA_003287015.1&&2203352_1028_1_3_7637,Cas1
GCA_003287015.1&&2204377_269_1_4_7637,Cas2
GCA_003288075.1&&199835_869_1_2_8225,Cas1
GCA_003288255.1&&1298267_998_1_7_5551,Cas1
GCA_003290385.1&&237653_956_2_2_10975,Cas1
GCA_003294855.2&&2672281_977_2_6_5160,Cas1
GCA_003313545.1&&3251997_266_2_1_5530,Cas2
GCA_003323795.1&&901078_1040_1_5_2083,Cas1
GCA_003346835.1&&1730525_983_2_6_10133,Cas1
GCA_003351825.1&&877385_290_2_1_10358,Cas2
GCA_003352465.1&&2516790_344_1_3_10943,Cas2
GCA_003382795.1&&863110_290_2_1_9084,Cas2
GCA_003382915.1&&4221857_1034_1_6_11200,Cas1
GCA_003408635.1&&4526197_968_1_1_2219,Cas1
GCA_003428375.1&&655314_1607_1_1_1956,Cas1
GCA_003428965.1&&867219_1034_2_2_7075,Cas1
GCA_003430825.1&&1146241_272_2_1_8058,Cas2
GCA_003430825.1&&1146515_995_2_2_8058,Cas1
GCA_003443395.1&&628426_911_1_2_5042,Cas1
GCA_003443395.1&&629339_323_1_3_5042,Cas2
GCA_003443935.1&&30931_866_1_1_4156,Cas1
GCA_003456975.1&&3457413_980_2_2_1379,Cas1
GCA_003522555.1&&2865321_989_2_6_1036,Cas1
GCA_003522605.1&&869150_1034_2_2_6635,Cas1
GCA_003544835.1&&831831_266_1_6_454,Cas2
GCA_003544835.1&&832111_608_1_7_454,Cas1
GCA_003544875.1&&1443965_272_2_1_6248,Cas2
GCA_003544875.1&&1444237_2816_2_2_6248,Cas1
GCA_003546905.1&&1928420_980_2_6_7703,Cas1
GCA_003555505.2&&2002690_1658_1_1_3178,Cas1
GCA_003571505.1&&3829670_974_1_1_10278,Cas1
GCA_003574215.1&&753620_1016_1_2_9574,Cas1
GCA_003574925.1&&427311_329_1_3_3389,Cas2
GCA_003584625.1&&1051881_974_2_2_6742,Cas1
GCA_003595605.1&&1646410_263_2_2_2262,Cas2
GCA_003595605.1&&1646684_1001_2_3_2262,Cas1
GCA_003597615.1&&2188483_905_2_3_8869,Cas1
GCA_003597655.1&&173455_911_2_3_4734,Cas1
GCA_003606305.1&&1515009_293_2_4_9022,Cas2
GCA_003606305.1&&1515314_1607_2_5_9022,Cas1
GCA_003609755.1&&1517377_296_2_1_6948,Cas2
GCA_003609755.1&&1517670_977_2_2_6948,Cas1
GCA_003628595.1&&478489_917_1_7_6562,Cas1
GCA_003628635.1&&3954897_980_2_6_3703,Cas1
GCA_003628695.1&&478561_917_1_7_4576,Cas1
GCA_003628735.1&&3823755_980_2_6_11419,Cas1
GCA_003666485.1&&233725_821_1_2_11091,Cas1
GCA_003669015.1&&4697005_305_2_1_10952,Cas2
GCA_003698205.1&&1076554_869_2_3_155,Cas1
GCA_003711265.1&&808403_986_1_2_6292,Cas1
GCA_003711265.1&&809396_308_1_3_6292,Cas2
GCA_003722295.1&&50253_284_2_1_1005,Cas2
GCA_003722295.1&&50537_1652_2_2_1005,Cas1
GCA_003812465.1&&1374818_869_2_3_3106,Cas1
GCA_003812805.1&&184743_869_2_3_611,Cas1
GCA_003813985.1&&153739_1616_1_4_10909,Cas1
GCA_003814285.1&&1164719_305_2_1_8449,Cas2
GCA_003814285.1&&1165024_914_2_2_8449,Cas1
GCA_003814365.1&&906016_311_1_3_2539,Cas2
GCA_003815675.1&&1038072_338_2_1_9295,Cas2
GCA_003815755.1&&2307485_338_2_1_2737,Cas2
GCA_003815875.1&&4422704_893_2_2_2062,Cas1
GCA_003855635.1&&758532_920_1_7_7657,Cas1
GCA_003860605.1&&1026799_338_1_3_7336,Cas2
GCA_003945285.1&&2081261_278_2_1_7604,Cas2
GCA_003945365.1&&1194796_911_1_2_9871,Cas1
GCA_003950275.1&&1572376_866_2_2_7608,Cas1
GCA_003952325.1&&3384038_974_1_1_9005,Cas1
GCA_003955985.1&&2390885_314_2_1_9438,Cas2
GCA_003966675.1&&2275309_965_1_1_9746,Cas1
GCA_003966715.1&&2871958_305_2_1_4355,Cas2
GCA_003971585.1&&1502120_431_2_1_7586,Cas2
GCA_004006575.1&&1039777_917_1_7_4637,Cas1
GCA_004006595.1&&420535_866_1_2_4006,Cas1
GCA_004010855.1&&1057886_311_2_2_1104,Cas2
GCA_004010875.1&&1057068_311_2_2_4618,Cas2
GCA_004011055.1&&323792_1604_2_2_4744,Cas1
GCA_004015165.1&&897612_992_1_7_2318,Cas1
GCA_004015205.1&&2538301_332_2_1_2567,Cas2
GCA_004015305.1&&2538643_935_2_2_4099,Cas1
GCA_004063515.1&&1234811_905_2_3_6132,Cas1
GCA_004101585.1&&471114_905_1_2_11045,Cas1
GCA_004103695.1&&428665_992_1_7_9326,Cas1
GCA_004114735.1&&1577676_911_1_2_5604,Cas1
GCA_004114735.1&&21705_329_1_2_4176,Cas2
GCA_004117055.1&&4776676_293_2_1_3253,Cas2
GCA_004117055.1&&4776979_1667_2_2_3253,Cas1
GCA_004117075.1&&1082310_263_1_1_5376,Cas2
GCA_004135755.1&&14320436_296_1_6_9497,Cas2
GCA_004135895.1&&1515153_293_2_4_10284,Cas2
GCA_004135975.1&&1627944_1019_1_6_1784,Cas1
GCA_004153965.1&&1141854_311_2_2_11213,Cas2
GCA_004153965.1&&1142192_869_2_3_11213,Cas1
GCA_004154085.1&&1059195_869_2_3_8159,Cas1
GCA_004154205.1&&603811_1025_1_6_4241,Cas1
GCA_004154225.1&&1270290_293_2_1_7778,Cas2
GCA_004154305.1&&1059491_869_2_3_2894,Cas1
GCA_004193935.1&&857720_311_1_3_10899,Cas2
GCA_004295125.1&&1964859_1031_1_6_9881,Cas1
GCA_004307335.1&&875300_317_1_3_1878,Cas2
GCA_004319545.1&&2201117_191_2_2_4109,Cas2
GCA_004328445.1&&4614177_977_1_1_3082,Cas1
GCA_004376055.2&&3216608_305_2_1_9454,Cas2
GCA_004519515.1&&363332_326_2_1_1126,Cas2
GCA_004768685.1&&1471966_278_2_1_6021,Cas2
GCA_004792595.1&&40502_980_1_5_4188,Cas1
GCA_004794845.2&&315142_875_1_2_5707,Cas1
GCA_004803735.1&&269058_992_1_7_5272,Cas1
GCA_004848145.1&&1010332_920_1_7_8263,Cas1
GCA_004924375.1&&698048_284_1_7_4698,Cas2
GCA_004930695.2&&28166_431_1_3_9074,Cas2
GCA_005083985.2&&1329928_260_2_1_1186,Cas2
GCA_005083985.2&&1330188_1991_2_2_1186,Cas1
GCA_005102005.2&&262563_890_2_2_7830,Cas1
GCA_005102505.2&&823762_431_1_3_11391,Cas2
GCA_005154325.1&&2373404_974_2_6_2302,Cas1
GCA_005154485.1&&659633_329_1_3_220,Cas2
GCA_005164585.1&&801457_311_1_3_7848,Cas2
GCA_005164885.1&&1206071_293_2_1_6623,Cas2
GCA_005165045.1&&774506_869_1_2_5107,Cas1
GCA_005222165.1&&2521050_1025_1_6_848,Cas1
GCA_005222565.1&&3147862_1652_1_1_3159,Cas1
GCA_005222565.1&&3149514_284_1_2_3159,Cas2
GCA_005222585.1&&1117169_284_2_6_341,Cas2
GCA_005222625.1&&978947_284_2_6_7564,Cas2
GCA_005222625.1&&979231_1652_2_7_7564,Cas1
GCA_005519465.1&&4547386_257_2_1_8207,Cas2
GCA_005601135.1&&2107759_275_1_2_9283,Cas2
GCA_005688995.2&&1003328_917_1_7_8560,Cas1
GCA_005696855.1&&2954061_284_2_1_10403,Cas2
GCA_005843885.1&&3940577_983_1_1_9204,Cas1
GCA_005843985.1&&2174_845_2_9_7365,Cas1
GCA_005860785.2&&2108034_980_1_6_1985,Cas1
GCA_005860785.2&&2109027_257_1_7_1985,Cas2
GCA_005978105.2&&4094704_293_1_8_11252,Cas2
GCA_006228545.1&&280085_1034_1_6_7838,Cas1
GCA_006274605.1&&1580408_953_1_3_555,Cas1
GCA_006274605.1&&1581358_266_1_4_555,Cas2
GCA_006274605.1&&855259_986_1_6_573,Cas1
GCA_006274605.1&&856950_257_2_8_573,Cas2
GCA_006385735.2&&61106_332_2_7_6460,Cas2
GCA_006461415.2&&969861_293_1_8_2699,Cas2
GCA_006517775.1&&397178_872_2_3_10162,Cas1
GCA_006716245.1&&907279_341_1_3_7492,Cas2
GCA_006742785.1&&1469875_878_2_2_6269,Cas1
GCA_006770305.1&&538672_872_1_2_8359,Cas1
GCA_006770685.1&&444522_905_1_2_5128,Cas1
GCA_006843645.1&&475786_947_2_6_6452,Cas1
GCA_007005445.1&&1670844_1034_2_2_10598,Cas1
GCA_007040405.2&&953247_293_1_8_354,Cas2
GCA_007182895.1&&923798_290_2_1_7661,Cas2
GCA_007559085.1&&2954736_974_2_6_8841,Cas1
GCA_007635275.2&&984202_920_1_7_1766,Cas1
GCA_007741475.1&&3478759_290_1_7_7840,Cas2
GCA_007741475.1&&99133_1796_2_1_4341,Cas1
GCA_007744515.1&&513385_1730_2_2_9147,Cas1
GCA_007747795.1&&5297738_293_2_1_10527,Cas2
GCA_007748015.1&&243173_293_1_5_1130,Cas2
GCA_007751945.1&&5420538_290_1_7_4964,Cas2
GCA_007751945.1&&6881025_1820_1_5_6850,Cas1
GCA_007752755.1&&269618_290_2_2_8951,Cas2
GCA_007858415.1&&426622_290_1_7_7456,Cas2
GCA_007858975.2&&3977529_293_2_1_4805,Cas2
GCA_007963885.1&&1613190_293_2_1_7290,Cas2
GCA_007973825.1&&1501146_293_2_1_10013,Cas2
GCA_007980145.1&&1754625_293_1_6_8705,Cas2
GCA_007980645.1&&1734338_293_2_1_1962,Cas2
GCA_007990505.1&&939956_278_1_7_3571,Cas2
GCA_007990525.1&&1369330_1007_1_8_10353,Cas1
GCA_008027975.1&&1041499_923_1_7_8216,Cas1
GCA_008041995.1&&1454963_293_2_4_4571,Cas2
GCA_008065095.1&&5868413_299_2_1_7807,Cas2
GCA_008065095.1&&5868722_1661_2_2_7807,Cas1
GCA_008124205.1&&1008810_284_1_8_883,Cas2
GCA_008124425.1&&1844689_284_2_1_9158,Cas2
GCA_008326385.1&&374628_278_2_1_2538,Cas2
GCA_008326425.1&&2055500_947_2_1_4590,Cas1
GCA_008326425.1&&2059559_284_1_2_4590,Cas2
GCA_008326425.1&&520551_950_1_2_3872,Cas1
GCA_008329845.1&&2301879_905_2_3_8136,Cas1
GCA_008329925.1&&2052717_1004_2_6_4663,Cas1
GCA_008330805.1&&83794_914_2_2_4108,Cas1
GCA_008375315.1&&241524_2642_1_5_6543,Cas1
GCA_008386235.1&&474831_293_2_6_514,Cas2
GCA_008386235.1&&475128_1658_2_7_514,Cas1
GCA_008386415.1&&1110354_923_1_7_726,Cas1
GCA_008619595.1&&1959064_305_2_8_10350,Cas2
GCA_008630935.1&&1425197_965_2_2_5994,Cas1
GCA_008693585.1&&813787_341_2_2_7638,Cas2
GCA_008693845.1&&1976889_980_2_2_6774,Cas1
GCA_008728815.1&&752534_905_2_9_6522,Cas1
GCA_008807435.1&&2594486_866_2_3_597,Cas1
GCA_008807555.1&&304725_998_1_7_1452,Cas1
GCA_008934795.1&&332357_305_2_8_7330,Cas2
GCA_008934795.1&&332662_905_2_9_7330,Cas1
GCA_008995395.1&&107810_1601_2_2_10230,Cas1
GCA_009177095.1&&793788_296_2_1_3446,Cas2
GCA_009295925.1&&1878464_980_1_1_3983,Cas1
GCA_009295945.1&&1630545_980_1_1_5524,Cas1
GCA_009496975.1&&860764_905_2_3_6476,Cas1
GCA_009497875.2&&1612923_284_1_7_1723,Cas2
GCA_009498015.1&&2510017_1001_1_7_7964,Cas1
GCA_009498015.1&&2511080_272_1_8_7964,Cas2
GCA_009533475.2&&3559210_293_2_1_3556,Cas2
GCA_009601705.1&&1006773_902_2_9_11167,Cas1
GCA_009601745.1&&1150560_920_1_7_5308,Cas1
GCA_009646155.1&&367282_980_1_5_8209,Cas1
GCA_009648495.1&&2054830_284_1_8_2101,Cas2
GCA_009649035.1&&1113869_890_2_2_2424,Cas1
GCA_009650295.1&&2061513_869_1_2_7644,Cas1
GCA_009650295.1&&2062409_311_1_3_7644,Cas2
GCA_009664345.1&&3689128_293_1_6_4336,Cas2
GCA_009676645.1&&562011_1025_1_6_6307,Cas1
GCA_009688985.1&&3013966_1016_2_7_11473,Cas1
GCA_009688985.1&&513458_1013_2_1_1220,Cas1
GCA_009689005.1&&441817_1013_2_1_5363,Cas1
GCA_009689005.1&&442830_356_2_2_5363,Cas2
GCA_009729055.1&&2629556_914_1_2_8870,Cas1
GCA_009730335.1&&1905402_281_2_4_1703,Cas2
GCA_009734205.1&&177363_281_1_8_7565,Cas2
GCA_009734445.1&&1218217_992_2_8_9352,Cas1
GCA_009738105.1&&1988369_344_1_3_661,Cas2
GCA_009738205.1&&488719_329_1_3_2067,Cas2
GCA_009738535.1&&399379_950_1_6_1110,Cas1
GCA_009738535.1&&400350_851_1_7_1110,Cas2
GCA_009792235.1&&2123135_2081_2_2_11299,Cas1
GCA_009834925.2&&3007234_305_2_1_9862,Cas2
GCA_009856605.1&&160410_1001_1_7_8317,Cas1
GCA_009856605.1&&161473_272_1_8_8317,Cas2
GCA_009867135.1&&2081656_974_1_1_1759,Cas1
GCA_009884055.1&&1121401_284_2_6_9963,Cas2
GCA_009884075.1&&1121287_284_2_6_928,Cas2
GCA_009884095.1&&1120632_284_2_6_3670,Cas2
GCA_009884095.1&&1120916_1652_2_7_3670,Cas1
GCA_009884115.1&&1110998_284_2_6_8633,Cas2
GCA_009884115.1&&1111282_1652_2_7_8633,Cas1
GCA_009884135.1&&1110629_284_2_6_375,Cas2
GCA_009884135.1&&1110913_1652_2_7_375,Cas1
GCA_009884195.1&&1111608_284_2_6_7792,Cas2
GCA_009884195.1&&1111892_1652_2_7_7792,Cas1
GCA_009884255.1&&1121073_284_2_6_588,Cas2
GCA_009914195.1&&2358110_1031_2_2_362,Cas1
GCA_009914355.1&&1369259_968_2_7_6589,Cas1
GCA_009914495.1&&4038079_1652_2_2_2603,Cas1
GCA_009914515.1&&3952511_287_2_1_2386,Cas2
GCA_009914515.1&&3952805_1652_2_2_2386,Cas1
GCA_009914535.1&&127892_284_2_1_2187,Cas2
GCA_009914535.1&&128167_1874_2_2_2187,Cas1
GCA_009930875.1&&2170977_290_2_1_8876,Cas2
GCA_009931555.1&&646170_980_1_1_3876,Cas1
GCA_009931635.1&&2010825_905_2_2_10186,Cas1
GCA_010230725.1&&2678082_290_2_1_1992,Cas2
GCA_010669085.1&&1599411_263_2_8_6699,Cas2
GCA_010669105.1&&2930626_977_2_6_7227,Cas1
GCA_010804465.2&&3788133_917_2_2_1740,Cas1
GCA_010978155.1&&1134301_284_2_6_1366,Cas2
GCA_010993865.2&&800903_869_1_2_6797,Cas1
GCA_011006175.1&&323113_884_1_9_4924,Cas1
GCA_011038705.2&&3392075_2270_1_5_3237,Cas1
GCA_011040495.1&&1351670_305_1_3_4723,Cas2
GCA_011045515.1&&1796328_998_1_6_9177,Cas1
GCA_011303155.1&&3394570_920_2_2_8409,Cas1
GCA_011387195.1&&117902_308_2_2_4004,Cas2
GCA_011404955.1&&3378344_290_2_1_6131,Cas2
GCA_011742415.2&&133839_287_1_8_6484,Cas2
GCA_011769525.1&&2824817_2006_1_2_5976,Cas1
GCA_011769525.1&&2829033_1043_1_3_5976,Cas1
